timestamp,source_ip,username,password_complexity,success,time_of_day,user_agent,is_attack
2025-03-08 11:32:24.941473,205.170.21.201,user13,76.0,True,00:08,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
2025-03-08 11:50:05.941473,101.224.101.218,user11,99.0,True,00:26,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
2025-03-08 11:57:07.941473,43.173.112.107,user2,87.0,True,00:33,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
2025-03-08 11:57:37.941473,142.217.212.48,user25,97.0,False,00:33,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,0
2025-03-08 12:08:56.941473,121.3.62.224,user18,69.0,True,00:45,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
2025-03-08 12:24:50.941473,121.3.62.224,user23,86.0,False,01:01,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
2025-03-08 12:34:15.941473,18.205.139.162,user3,82.0,True,01:10,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,0
2025-03-08 12:39:08.941473,55.197.177.215,user19,81.0,True,01:15,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,0
2025-03-08 12:44:31.941473,72.64.170.90,sysadmin,52.5,False,12:44,curl/7.68.0,1
2025-03-08 12:44:34.572060,72.64.170.90,sysadmin,55.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:34.759522,72.64.170.90,sysadmin,55.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:34.788443,72.64.170.90,sysadmin,45.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:35.145542,72.64.170.90,sysadmin,60.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:36.660019,72.64.170.90,sysadmin,60.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:43.190477,72.64.170.90,sysadmin,60.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:44.531530,72.64.170.90,sysadmin,50.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:47.357009,72.64.170.90,sysadmin,45.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:47.796766,72.64.170.90,sysadmin,50.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:50.359976,72.64.170.90,sysadmin,55.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:50.524296,72.64.170.90,sysadmin,50.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:51.398144,72.64.170.90,sysadmin,60.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:54.870609,72.64.170.90,sysadmin,65.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:55.634128,72.64.170.90,sysadmin,55.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:55.980230,72.64.170.90,sysadmin,45.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:56.298267,72.64.170.90,sysadmin,55.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:56.720842,72.64.170.90,sysadmin,65.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:57.127597,72.64.170.90,sysadmin,65.0,False,12:44,curl/7.68.0,1
2025-03-08 12:44:57.572537,72.64.170.90,sysadmin,45.0,False,12:44,curl/7.68.0,1
2025-03-08 12:45:00.538037,72.64.170.90,sysadmin,55.0,False,12:45,curl/7.68.0,1
2025-03-08 12:45:02.347614,72.64.170.90,sysadmin,55.0,False,12:45,curl/7.68.0,1
2025-03-08 12:45:05.060893,72.64.170.90,sysadmin,37.5,False,12:45,curl/7.68.0,1
2025-03-08 12:45:07.151376,72.64.170.90,sysadmin,45.0,False,12:45,curl/7.68.0,1
2025-03-08 12:45:07.690416,72.64.170.90,sysadmin,50.0,False,12:45,curl/7.68.0,1
2025-03-08 12:45:08.250540,72.64.170.90,sysadmin,50.0,False,12:45,curl/7.68.0,1
2025-03-08 12:45:10.785920,72.64.170.90,sysadmin,65.0,False,12:45,curl/7.68.0,1
2025-03-08 12:45:14.274320,72.64.170.90,sysadmin,55.0,False,12:45,curl/7.68.0,1
2025-03-08 12:45:15.608711,72.64.170.90,sysadmin,55.0,False,12:45,curl/7.68.0,1
2025-03-08 12:45:15.933248,72.64.170.90,sysadmin,45.0,False,12:45,curl/7.68.0,1
2025-03-08 12:45:20.229229,72.64.170.90,sysadmin,50.0,False,12:45,curl/7.68.0,1
2025-03-08 12:45:28.009941,72.64.170.90,sysadmin,45.0,False,12:45,curl/7.68.0,1
2025-03-08 12:45:31.189033,72.64.170.90,sysadmin,37.5,False,12:45,curl/7.68.0,1
2025-03-08 12:45:35.049309,72.64.170.90,sysadmin,37.5,False,12:45,curl/7.68.0,1
2025-03-08 12:45:37.935473,72.64.170.90,sysadmin,55.0,False,12:45,curl/7.68.0,1
2025-03-08 12:45:38.275026,72.64.170.90,sysadmin,55.0,False,12:45,curl/7.68.0,1
2025-03-08 12:45:47.518400,72.64.170.90,sysadmin,42.5,False,12:45,curl/7.68.0,1
2025-03-08 12:45:53.904130,72.64.170.90,sysadmin,32.5,False,12:45,curl/7.68.0,1
2025-03-08 12:46:08.851030,72.64.170.90,sysadmin,60.0,False,12:46,curl/7.68.0,1
2025-03-08 12:46:15.847134,72.64.170.90,sysadmin,65.0,False,12:46,curl/7.68.0,1
2025-03-08 12:56:43.941473,206.37.80.233,user6,64.0,True,01:33,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
2025-03-08 12:59:50.941473,244.186.164.29,user8,67.0,True,01:36,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,0
2025-03-08 13:14:45.941473,136.40.154.242,user18,84.0,True,01:51,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
2025-03-08 13:21:17.941473,104.82.146.168,user22,98.0,True,01:57,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
2025-03-08 13:25:04.941473,115.118.83.100,user2,83.0,True,02:01,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,0
2025-03-08 13:41:47.941473,88.4.74.82,user12,66.0,True,02:18,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
2025-03-08 13:48:17.941473,243.127.243.83,user28,88.0,True,02:24,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,0
2025-03-08 14:11:11.941473,72.155.101.87,admin4,55.0,False,14:11,curl/7.68.0,1
2025-03-08 14:11:14.347380,72.155.101.87,admin4,45.0,False,14:11,curl/7.68.0,1
2025-03-08 14:11:14.673471,72.155.101.87,admin4,55.0,False,14:11,curl/7.68.0,1
2025-03-08 14:11:16.524149,72.155.101.87,admin4,55.0,False,14:11,curl/7.68.0,1
2025-03-08 14:11:17.119993,72.155.101.87,admin4,32.5,False,14:11,curl/7.68.0,1
2025-03-08 14:11:17.175890,72.155.101.87,admin4,45.0,False,14:11,curl/7.68.0,1
2025-03-08 14:11:20.497936,72.155.101.87,admin4,65.0,False,14:11,curl/7.68.0,1
2025-03-08 14:11:21.611620,72.155.101.87,admin4,50.0,False,14:11,curl/7.68.0,1
2025-03-08 14:11:22.347024,72.155.101.87,admin4,65.0,False,14:11,curl/7.68.0,1
2025-03-08 14:11:26.005528,72.155.101.87,admin4,65.0,False,14:11,curl/7.68.0,1
2025-03-08 14:11:26.798927,72.155.101.87,admin4,37.5,False,14:11,curl/7.68.0,1
2025-03-08 14:11:29.333006,72.155.101.87,admin4,60.0,False,14:11,curl/7.68.0,1
2025-03-08 14:11:31.076572,72.155.101.87,admin4,60.0,False,14:11,curl/7.68.0,1
2025-03-08 14:11:31.134900,72.155.101.87,admin4,55.0,False,14:11,curl/7.68.0,1
2025-03-08 14:11:36.069235,72.155.101.87,admin4,60.0,False,14:11,curl/7.68.0,1
2025-03-08 14:21:59.941473,243.127.243.83,user18,100.0,True,02:58,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
2025-03-08 14:38:49.941473,121.2.203.202,user8,96.0,True,03:15,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,0
2025-03-08 14:43:13.941473,0.12.65.248,admin2,42.5,False,14:43,curl/7.68.0,1
2025-03-08 14:43:15.883785,0.12.65.248,admin2,45.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:16.487637,0.12.65.248,admin2,55.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:20.569795,0.12.65.248,admin2,47.5,False,14:43,curl/7.68.0,1
2025-03-08 14:43:20.654632,0.12.65.248,admin2,45.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:23.122991,0.12.65.248,admin2,45.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:23.668190,0.12.65.248,admin2,50.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:24.733452,0.12.65.248,admin2,50.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:25.221812,0.12.65.248,admin2,45.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:26.707684,0.12.65.248,admin2,60.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:28.572718,0.12.65.248,admin2,50.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:28.767136,0.12.65.248,admin2,45.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:30.302527,0.12.65.248,admin2,60.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:32.111977,0.12.65.248,admin2,50.0,True,14:43,curl/7.68.0,1
2025-03-08 14:43:33.354703,0.12.65.248,admin2,60.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:34.141674,0.12.65.248,admin2,60.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:35.803948,0.12.65.248,admin2,50.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:38.686649,0.12.65.248,admin2,37.5,False,14:43,curl/7.68.0,1
2025-03-08 14:43:44.761488,0.12.65.248,admin2,65.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:49.927122,0.12.65.248,admin2,60.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:50.301505,0.12.65.248,admin2,32.5,False,14:43,curl/7.68.0,1
2025-03-08 14:43:51.700160,0.12.65.248,admin2,55.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:52.931440,0.12.65.248,admin2,60.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:53.008090,0.12.65.248,admin2,50.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:55.624166,0.12.65.248,admin2,55.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:55.939103,0.12.65.248,admin2,55.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:56.230230,0.12.65.248,admin2,55.0,False,14:43,curl/7.68.0,1
2025-03-08 14:43:59.881452,0.12.65.248,admin2,60.0,False,14:43,curl/7.68.0,1
2025-03-08 14:44:00.800470,0.12.65.248,admin2,45.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:02.321981,0.12.65.248,admin2,50.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:03.281016,0.12.65.248,admin2,45.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:04.690197,0.12.65.248,admin2,32.5,False,14:44,curl/7.68.0,1
2025-03-08 14:44:07.377352,0.12.65.248,admin2,65.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:08.102132,0.12.65.248,admin2,60.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:13.033455,0.12.65.248,admin2,45.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:15.271843,0.12.65.248,admin2,60.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:16.136966,0.12.65.248,admin2,60.0,False,14:44,curl/7.68.0,1
2025-03-08 14:44:17.889935,0.12.65.248,admin2,50.0,False,14:44,curl/7.68.0,1
